id,client,subject,description,status,amount,executor,created_by,created_at,updated_at
23920,ООО Клиент_TwsCfJ,Рефинансирование,Описание_ANxTQ0,processed,1386517.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23919,ООО Клиент_ukfwKn,Рефинансирование,Описание_I3St2v,processed,1107766.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23918,ООО Клиент_a1gzOD,Кредит на развитие,Описание_9VGhsj,processed,933820.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23917,ООО Клиент_1fziBR,Кредит на развитие,Описание_qH23Da,processed,822869.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23916,ООО Клиент_faYEWf,Рефинансирование,Описание_JCfERV,processed,730457.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23915,ООО Клиент_X1ahWr,Рефинансирование,Описание_zHRyde,processed,1476319.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23914,ООО Клиент_4PgbBZ,Рефинансирование,Описание_yZZBkm,processed,359306.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23913,ООО Клиент_FvX6c8,Кредит на развитие,Описание_5Kikva,processed,113560.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23912,ООО Клиент_laUVCb,Кредит на развитие,Описание_NYpeny,processed,1871796.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23911,ООО Клиент_Eo0wor,Рефинансирование,Описание_F6Ngtv,processed,1651392.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23910,ООО Клиент_6VKOVr,Сайт,Описание_QJSGyv,processed,449614.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23909,ООО Клиент_JSUYxf,Рефинансирование,Описание_Ub8PLF,processed,1602228.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23908,ООО Клиент_okfsvQ,Сайт,Описание_QkFDUs,processed,544916.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23907,ООО Клиент_t0Qk7X,Кредит на развитие,Описание_Diu2MC,processed,1165409.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23906,ООО Клиент_EHFV0f,Рефинансирование,Описание_bG2Q3I,processed,862516.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23905,ООО Клиент_3LaZCU,Сайт,Описание_eKU2hb,processed,1029776.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23904,ООО Клиент_aTvy2K,Кредит на развитие,Описание_0gaXuy,processed,903714.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23903,ООО Клиент_noPvff,Рефинансирование,Описание_MTY6Z4,processed,1685070.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23902,ООО Клиент_uNAbdR,Кредит на развитие,Описание_U6KaxY,processed,671567.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23901,ООО Клиент_Kj9nRe,Кредит на развитие,Описание_LIozSx,processed,1442260.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23900,ООО Клиент_ms8H2K,Кредит на развитие,Описание_X3YPhp,processed,698606.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23899,ООО Клиент_4p44sy,Рефинансирование,Описание_WAXYIb,processed,583777.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23898,ООО Клиент_xFFK3R,Сайт,Описание_dAl7Jn,processed,1594748.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23897,ООО Клиент_E3T0G9,Кредит на развитие,Описание_VGuzgP,processed,1818498.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23896,ООО Клиент_rs9pbr,Сайт,Описание_JWOpze,processed,1114409.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23895,ООО Клиент_220Oc3,Сайт,Описание_Z8ab5n,processed,1575599.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23894,ООО Клиент_2KLbPl,Кредит на развитие,Описание_pBkYml,processed,1075601.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23893,ООО Клиент_sXdPlC,Сайт,Описание_ctAzHm,processed,1531830.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23892,ООО Клиент_tbWdp9,Рефинансирование,Описание_b62KT2,processed,1822486.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23891,ООО Клиент_6cH6tf,Сайт,Описание_h5ld7a,processed,308316.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23890,ООО Клиент_RDNQue,Рефинансирование,Описание_XHivc3,processed,1936704.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23889,ООО Клиент_mcahOs,Кредит на развитие,Описание_V1fvJC,processed,875594.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23888,ООО Клиент_6vtuMH,Рефинансирование,Описание_JUxL6w,processed,1030235.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23887,ООО Клиент_WGquER,Кредит на развитие,Описание_DC5GLA,processed,1812985.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23886,ООО Клиент_562AWG,Сайт,Описание_64yruE,processed,1120830.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23885,ООО Клиент_MJqYMY,Рефинансирование,Описание_VXGQcP,processed,1707057.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23884,ООО Клиент_vYScYk,Сайт,Описание_Qdr9Wk,processed,1016713.0,SL1K,1,2025-10-28 11:43:49,2025-10-28 11:43:49
23883,ООО Клиент_1qkdMp,Рефинансирование,Описание_2M8J6o,processed,423726.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23882,ООО Клиент_UAUKuT,Кредит на развитие,Описание_PGJHEe,processed,1328435.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23881,ООО Клиент_0j0qpM,Сайт,Описание_OaagaE,processed,612671.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23880,ООО Клиент_WAsz5f,Сайт,Описание_G5Djp9,processed,509343.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23879,ООО Клиент_9zgmaE,Рефинансирование,Описание_beO69q,processed,14109.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23878,ООО Клиент_5rKIAY,Кредит на развитие,Описание_XR27Ov,processed,641719.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23877,ООО Клиент_xhxZVD,Кредит на развитие,Описание_DvL4MY,processed,1192884.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23876,ООО Клиент_D566qx,Сайт,Описание_OqJ9LL,processed,1382452.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23875,ООО Клиент_2lydQm,Кредит на развитие,Описание_2eAShi,processed,1251103.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23874,ООО Клиент_2DFGcD,Рефинансирование,Описание_Fm5ctL,processed,1873533.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23873,ООО Клиент_8s7e85,Кредит на развитие,Описание_NrOerY,processed,790102.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23872,ООО Клиент_IKiV7Z,Рефинансирование,Описание_dq4gUr,processed,1298518.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23871,ООО Клиент_r29DNc,Сайт,Описание_iYDV1g,processed,814788.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23870,ООО Клиент_k1tBbN,Сайт,Описание_5wju2d,processed,1887253.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23869,ООО Клиент_O9jEEr,Рефинансирование,Описание_hW8B16,processed,835442.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23868,ООО Клиент_7hj1By,Рефинансирование,Описание_HJbsj4,processed,830069.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23867,ООО Клиент_wFiwOx,Кредит на развитие,Описание_r4XRNY,processed,1948615.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23866,ООО Клиент_LfZrVf,Кредит на развитие,Описание_1oJdc1,processed,1254756.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23865,ООО Клиент_oyFdgQ,Сайт,Описание_8LXF30,processed,1190314.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23864,ООО Клиент_6loBTX,Кредит на развитие,Описание_gpLD0r,processed,1794256.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23863,ООО Клиент_bXJlyp,Сайт,Описание_h3I0Vu,processed,1021115.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23862,ООО Клиент_UkASaS,Кредит на развитие,Описание_Ay9cpI,processed,1449281.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23861,ООО Клиент_hV4pgY,Рефинансирование,Описание_nfMS2G,processed,844146.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23860,ООО Клиент_c312hl,Рефинансирование,Описание_4bLTYo,processed,1021718.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23859,ООО Клиент_KbwTdc,Кредит на развитие,Описание_fkuhEH,processed,674700.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23858,ООО Клиент_htQGCV,Кредит на развитие,Описание_TEnC3S,processed,238252.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23857,ООО Клиент_nLZnAP,Рефинансирование,Описание_LTdU1n,processed,1633595.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23856,ООО Клиент_Zvzl99,Рефинансирование,Описание_W9ZIER,processed,1495398.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23855,ООО Клиент_Sa1TwZ,Рефинансирование,Описание_ODHsb0,processed,1651810.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23854,ООО Клиент_o7bkRB,Рефинансирование,Описание_iDSrIa,processed,549874.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23853,ООО Клиент_p1TM36,Рефинансирование,Описание_aPKw5U,processed,823112.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23852,ООО Клиент_XDZbX6,Кредит на развитие,Описание_WaXewe,processed,420562.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23851,ООО Клиент_QqE7Em,Кредит на развитие,Описание_P3y35K,processed,1069771.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23850,ООО Клиент_r6MbgT,Рефинансирование,Описание_JR6dKr,processed,586888.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23849,ООО Клиент_CFhYkb,Кредит на развитие,Описание_hff69u,processed,1309652.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23848,ООО Клиент_Iy1KFT,Рефинансирование,Описание_z4lNLb,processed,1449779.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23847,ООО Клиент_IIIlw6,Рефинансирование,Описание_LWfOe6,processed,1570759.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23846,ООО Клиент_RSbv00,Сайт,Описание_qttg2v,processed,1672969.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23845,ООО Клиент_iK06bl,Кредит на развитие,Описание_qZY36B,processed,1875621.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23844,ООО Клиент_VwVj33,Кредит на развитие,Описание_rYZcml,processed,847504.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23843,ООО Клиент_CEcqwK,Сайт,Описание_99KVuZ,processed,883362.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23842,ООО Клиент_1ShDag,Сайт,Описание_qqKKNO,processed,1802890.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23841,ООО Клиент_65P2Qj,Рефинансирование,Описание_9qQ0a4,processed,1300412.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23840,ООО Клиент_H8PuZs,Кредит на развитие,Описание_2amZh5,processed,932531.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23839,ООО Клиент_YNpW8q,Кредит на развитие,Описание_LiRBjM,processed,852239.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23838,ООО Клиент_uY77mW,Сайт,Описание_Z9EeG3,processed,1983194.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23837,ООО Клиент_E2uNcU,Сайт,Описание_Bhpqwf,processed,973606.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23836,ООО Клиент_8krUmW,Рефинансирование,Описание_iuJMZE,processed,1168178.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23835,ООО Клиент_A3p6Po,Кредит на развитие,Описание_lypOTC,processed,483222.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23834,ООО Клиент_RUY86u,Сайт,Описание_tAhZ3v,processed,1035467.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23833,ООО Клиент_j7P8Xa,Сайт,Описание_U7T0Bl,processed,1758695.0,SL1K,1,2025-10-28 11:43:48,2025-10-28 11:43:48
23832,ООО Клиент_wgGoWQ,Рефинансирование,Описание_E5Gibj,processed,1901048.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23831,ООО Клиент_zy0aLn,Сайт,Описание_J5xF7I,processed,1987414.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23830,ООО Клиент_fenOML,Рефинансирование,Описание_y8dEIJ,processed,436808.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23829,ООО Клиент_hrlUNo,Сайт,Описание_31g4DF,processed,1241525.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23828,ООО Клиент_whbq6i,Кредит на развитие,Описание_suS75k,processed,817943.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23827,ООО Клиент_vjCP5J,Рефинансирование,Описание_mDx067,processed,649770.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23826,ООО Клиент_ul8UxW,Кредит на развитие,Описание_oU1lO9,processed,118931.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23825,ООО Клиент_0Eaa95,Кредит на развитие,Описание_jslRcZ,processed,805856.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23824,ООО Клиент_W885Mn,Сайт,Описание_uUbJjT,processed,762157.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23823,ООО Клиент_uXh6zK,Кредит на развитие,Описание_a6Gbs0,processed,36953.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23822,ООО Клиент_GhSNEh,Сайт,Описание_tZ7dFZ,processed,1964902.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23821,ООО Клиент_phmC7d,Рефинансирование,Описание_b0jjqd,processed,419580.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23820,ООО Клиент_nQMsSf,Сайт,Описание_JiCj2l,processed,1736569.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23819,ООО Клиент_cvSD6N,Сайт,Описание_cCsDy9,processed,1288434.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23818,ООО Клиент_5sVwpv,Сайт,Описание_NHfwey,processed,1989639.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23817,ООО Клиент_kWPIsb,Рефинансирование,Описание_MXWcHB,processed,1531830.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23816,ООО Клиент_tBKT9k,Кредит на развитие,Описание_MouW7Q,processed,1502887.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23815,ООО Клиент_j4qKxl,Кредит на развитие,Описание_kgB8R6,processed,449383.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23814,ООО Клиент_2joGlZ,Кредит на развитие,Описание_I32RFi,processed,1545659.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23813,ООО Клиент_RQnEMN,Кредит на развитие,Описание_1TTXC4,processed,1705478.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23812,ООО Клиент_SSmfw6,Сайт,Описание_AYf2tF,processed,1556917.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23811,ООО Клиент_FNtcvn,Кредит на развитие,Описание_P9YZaa,processed,831242.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23810,ООО Клиент_ly4HTl,Сайт,Описание_EskDGK,processed,1856558.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23809,ООО Клиент_dBohmu,Сайт,Описание_bMeHCS,processed,1141075.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23808,ООО Клиент_92DfwN,Кредит на развитие,Описание_4EQmg7,processed,1256942.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23807,ООО Клиент_iqoSpU,Сайт,Описание_UCtsHI,processed,1858760.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23806,ООО Клиент_EUxl6R,Кредит на развитие,Описание_EuUkad,processed,1563876.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
23805,ООО Клиент_FuQf4y,Кредит на развитие,Описание_7s24kr,processed,1996495.0,SL1K,1,2025-10-28 11:43:47,2025-10-28 11:43:47
